season_year,personId,personName,games_played,minutes,fieldGoalsMade,fieldGoalsAttempted,threePointersMade,threePointersAttempted,freeThrowsMade,freeThrowsAttempted,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,points,position,teamTricode,minutes_per_game,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,threepointers_per_game,field_goal_percentage,three_point_percentage,free_throw_percentage
2011-12,2200,Pau Gasol,65,0.0,459,917,7,27,204,261,183,495,678,237,37,88,142,1129,F,LAL,0.0,17.369230769230768,10.430769230769231,3.646153846153846,0.5692307692307692,1.353846153846154,2.1846153846153844,0.1076923076923077,0.5005452562704471,0.25925925925925924,0.7816091954022989
2011-12,2201,Eddy Curry,14,0.0,12,26,0,0,6,8,4,8,12,1,0,2,10,30,C,MIA,0.0,2.142857142857143,0.8571428571428571,0.07142857142857142,0.0,0.14285714285714285,0.7142857142857143,0.0,0.46153846153846156,0.0,0.75
2011-12,2202,Jason Richardson,54,0.0,243,596,102,277,41,69,36,158,194,107,53,22,60,629,G,ORL,0.0,11.648148148148149,3.5925925925925926,1.9814814814814814,0.9814814814814815,0.4074074074074074,1.1111111111111112,1.8888888888888888,0.4077181208053691,0.36823104693140796,0.5942028985507246
2011-12,2203,Shane Battier,65,0.0,113,292,62,183,23,37,56,100,156,82,64,33,37,311,G,MIA,0.0,4.7846153846153845,2.4,1.2615384615384615,0.9846153846153847,0.5076923076923077,0.5692307692307692,0.9538461538461539,0.386986301369863,0.33879781420765026,0.6216216216216216
2011-12,2205,DeSagana Diop,27,0.0,15,42,0,0,1,6,33,52,85,23,6,13,19,31,C,CHA,0.0,1.1481481481481481,3.1481481481481484,0.8518518518518519,0.2222222222222222,0.48148148148148145,0.7037037037037037,0.0,0.35714285714285715,0.0,0.16666666666666666
2011-12,2207,Joe Johnson,60,0.0,423,931,125,322,158,186,53,168,221,232,48,13,116,1129,G,ATL,0.0,18.816666666666666,3.683333333333333,3.8666666666666667,0.8,0.21666666666666667,1.9333333333333333,2.0833333333333335,0.45435016111707843,0.38819875776397517,0.8494623655913979
2011-12,2209,Vladimir Radmanovic,49,0.0,74,197,50,135,22,29,34,109,143,54,21,15,35,220,F,ATL,0.0,4.489795918367347,2.9183673469387754,1.1020408163265305,0.42857142857142855,0.30612244897959184,0.7142857142857143,1.0204081632653061,0.3756345177664975,0.37037037037037035,0.7586206896551724
2011-12,2210,Richard Jefferson,63,0.0,203,488,113,269,59,85,26,193,219,88,37,19,50,578,F,"GSW, SAS",0.0,9.174603174603174,3.4761904761904763,1.3968253968253967,0.5873015873015873,0.30158730158730157,0.7936507936507936,1.7936507936507937,0.41598360655737704,0.4200743494423792,0.6941176470588235
2011-12,2211,Troy Murphy,59,0.0,77,171,28,67,6,9,40,151,191,51,15,16,26,188,,LAL,0.0,3.1864406779661016,3.23728813559322,0.864406779661017,0.2542372881355932,0.2711864406779661,0.4406779661016949,0.4745762711864407,0.4502923976608187,0.417910447761194,0.6666666666666666
2011-12,2215,Jason Collins,30,0.0,16,40,0,0,7,15,12,36,48,10,4,3,10,39,C,ATL,0.0,1.3,1.6,0.3333333333333333,0.13333333333333333,0.1,0.3333333333333333,0.0,0.4,0.0,0.4666666666666667
2011-12,2216,Zach Randolph,28,0.0,132,285,2,8,58,88,78,147,225,48,21,4,40,324,F,MEM,0.0,11.571428571428571,8.035714285714286,1.7142857142857142,0.75,0.14285714285714285,1.4285714285714286,0.07142857142857142,0.4631578947368421,0.25,0.6590909090909091
2011-12,2217,Brendan Haywood,54,0.0,118,228,0,0,45,96,139,185,324,19,24,54,46,281,C,DAL,0.0,5.203703703703703,6.0,0.35185185185185186,0.4444444444444444,1.0,0.8518518518518519,0.0,0.5175438596491229,0.0,0.46875
2011-12,2222,Gerald Wallace,58,0.0,287,632,46,150,180,225,87,299,386,164,85,36,111,800,F,"NJN, POR",0.0,13.793103448275861,6.655172413793103,2.8275862068965516,1.4655172413793103,0.6206896551724138,1.9137931034482758,0.7931034482758621,0.4541139240506329,0.30666666666666664,0.8
2011-12,2223,Samuel Dalembert,65,0.0,200,395,0,1,90,113,158,298,456,33,37,111,82,490,C,HOU,0.0,7.538461538461538,7.015384615384615,0.5076923076923077,0.5692307692307692,1.7076923076923076,1.2615384615384615,0.0,0.5063291139240507,0.0,0.7964601769911505
2011-12,2224,Jamaal Tinsley,37,0.0,57,141,10,37,13,17,6,39,45,123,17,8,52,137,G,UTA,0.0,3.7027027027027026,1.2162162162162162,3.324324324324324,0.4594594594594595,0.21621621621621623,1.4054054054054055,0.2702702702702703,0.40425531914893614,0.2702702702702703,0.7647058823529411
2011-12,2225,Tony Parker,60,0.0,427,890,14,61,227,284,22,149,171,463,57,5,153,1095,G,SAS,0.0,18.25,2.85,7.716666666666667,0.95,0.08333333333333333,2.55,0.23333333333333334,0.4797752808988764,0.22950819672131148,0.7992957746478874
2011-12,2229,Mike James,11,0.0,20,49,6,10,7,8,2,8,10,29,4,2,14,53,,CHI,0.0,4.818181818181818,0.9090909090909091,2.6363636363636362,0.36363636363636365,0.18181818181818182,1.2727272727272727,0.5454545454545454,0.40816326530612246,0.6,0.875
2011-12,2230,Maurice Evans,24,0.0,45,112,17,45,10,13,8,16,24,9,14,0,10,117,,WAS,0.0,4.875,1.0,0.375,0.5833333333333334,0.0,0.4166666666666667,0.7083333333333334,0.4017857142857143,0.37777777777777777,0.7692307692307693
2011-12,2240,Gilbert Arenas,17,0.0,26,64,13,39,7,10,2,16,18,18,11,1,12,72,,MEM,0.0,4.235294117647059,1.0588235294117647,1.0588235294117647,0.6470588235294118,0.058823529411764705,0.7058823529411765,0.7647058823529411,0.40625,0.3333333333333333,0.7
2011-12,2243,Brian Scalabrine,27,0.0,14,30,1,7,3,6,8,13,21,15,5,6,9,32,,CHI,0.0,1.1851851851851851,0.7777777777777778,0.5555555555555556,0.18518518518518517,0.2222222222222222,0.3333333333333333,0.037037037037037035,0.4666666666666667,0.14285714285714285,0.5
2011-12,2246,Mehmet Okur,17,0.0,52,139,23,72,3,5,22,59,81,30,9,5,25,130,C,NJN,0.0,7.647058823529412,4.764705882352941,1.7647058823529411,0.5294117647058824,0.29411764705882354,1.4705882352941178,1.3529411764705883,0.37410071942446044,0.3194444444444444,0.6
2011-12,2248,Earl Watson,50,0.0,54,160,10,52,31,46,30,91,121,217,54,22,85,149,G,UTA,0.0,2.98,2.42,4.34,1.08,0.44,1.7,0.2,0.3375,0.19230769230769232,0.6739130434782609
2011-12,2250,Bobby Simmons,28,0.0,28,90,20,60,4,7,17,38,55,11,15,3,10,80,,LAC,0.0,2.857142857142857,1.9642857142857142,0.39285714285714285,0.5357142857142857,0.10714285714285714,0.35714285714285715,0.7142857142857143,0.3111111111111111,0.3333333333333333,0.5714285714285714
2011-12,2365,Chris Andersen,32,0.0,59,108,0,0,50,82,48,100,148,6,19,46,17,168,C,DEN,0.0,5.25,4.625,0.1875,0.59375,1.4375,0.53125,0.0,0.5462962962962963,0.0,0.6097560975609756
2011-12,2399,Mike Dunleavy,55,0.0,239,504,83,208,116,143,29,175,204,117,28,8,58,677,F,MIL,0.0,12.309090909090909,3.709090909090909,2.1272727272727274,0.509090909090909,0.14545454545454545,1.0545454545454545,1.509090909090909,0.4742063492063492,0.39903846153846156,0.8111888111888111
2011-12,2400,Drew Gooden,56,0.0,287,657,16,55,176,208,130,233,363,144,46,34,109,766,C,MIL,0.0,13.678571428571429,6.482142857142857,2.5714285714285716,0.8214285714285714,0.6071428571428571,1.9464285714285714,0.2857142857142857,0.4368340943683409,0.2909090909090909,0.8461538461538461
2011-12,2403,Nene Hilario,39,0.0,211,393,0,4,113,168,63,228,291,80,42,38,96,535,F,"DEN, WAS",0.0,13.717948717948717,7.461538461538462,2.051282051282051,1.0769230769230769,0.9743589743589743,2.4615384615384617,0.0,0.5368956743002544,0.0,0.6726190476190477
2011-12,2404,Chris Wilcox,28,0.0,64,107,0,0,24,39,38,84,122,12,11,9,30,152,F,BOS,0.0,5.428571428571429,4.357142857142857,0.42857142857142855,0.39285714285714285,0.32142857142857145,1.0714285714285714,0.0,0.5981308411214953,0.0,0.6153846153846154
2011-12,2405,Amar'e Stoudemire,47,0.0,316,654,5,21,186,243,106,261,367,52,38,45,112,823,F,NYK,0.0,17.51063829787234,7.808510638297872,1.1063829787234043,0.8085106382978723,0.9574468085106383,2.382978723404255,0.10638297872340426,0.4831804281345566,0.23809523809523808,0.7654320987654321
2011-12,2406,Caron Butler,63,0.0,287,705,92,257,87,107,44,186,230,78,52,9,77,753,F,LAC,0.0,11.952380952380953,3.6507936507936507,1.2380952380952381,0.8253968253968254,0.14285714285714285,1.2222222222222223,1.4603174603174602,0.40709219858156026,0.35797665369649806,0.8130841121495327
2011-12,2407,Jared Jeffries,39,0.0,59,144,3,16,49,72,69,83,152,26,29,25,29,170,F,NYK,0.0,4.358974358974359,3.8974358974358974,0.6666666666666666,0.7435897435897436,0.6410256410256411,0.7435897435897436,0.07692307692307693,0.4097222222222222,0.1875,0.6805555555555556
2011-12,2419,Tayshaun Prince,63,0.0,336,798,37,104,89,115,72,209,281,153,27,32,74,798,F,DET,0.0,12.666666666666666,4.4603174603174605,2.4285714285714284,0.42857142857142855,0.5079365079365079,1.1746031746031746,0.5873015873015873,0.42105263157894735,0.3557692307692308,0.7739130434782608
2011-12,2422,John Salmons,46,0.0,141,345,33,112,29,45,20,114,134,93,37,7,45,344,F,SAC,0.0,7.478260869565218,2.9130434782608696,2.0217391304347827,0.8043478260869565,0.15217391304347827,0.9782608695652174,0.717391304347826,0.40869565217391307,0.29464285714285715,0.6444444444444445
2011-12,2427,Roger Mason Jr.,52,0.0,103,258,59,154,21,27,7,62,69,47,13,5,32,286,,WAS,0.0,5.5,1.3269230769230769,0.9038461538461539,0.25,0.09615384615384616,0.6153846153846154,1.1346153846153846,0.3992248062015504,0.38311688311688313,0.7777777777777778
2011-12,2429,Dan Gadzuric,2,0.0,0,2,0,0,0,2,1,4,5,0,1,1,1,0,,NYK,0.0,0.0,2.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0
2011-12,2430,Carlos Boozer,66,0.0,448,842,0,1,95,137,114,450,564,125,63,24,115,991,F,CHI,0.0,15.015151515151516,8.545454545454545,1.893939393939394,0.9545454545454546,0.36363636363636365,1.7424242424242424,0.0,0.5320665083135392,0.0,0.6934306569343066
2011-12,2440,Matt Barnes,63,0.0,175,387,46,138,95,128,97,247,344,126,35,48,73,491,F,LAL,0.0,7.7936507936507935,5.4603174603174605,2.0,0.5555555555555556,0.7619047619047619,1.1587301587301588,0.7301587301587301,0.45219638242894056,0.3333333333333333,0.7421875
