Index,Ticker,Title,Category,YesPrice,NoPrice,Status,CloseTime
71,"KXWTAMATCH-25AUG21SAMCIR-CIR","Will Sorana Cirstea win the Samsonova vs Cirstea match?","",,,active,2025-09-04T23:40:00Z
72,"KXATPMATCH-25AUG21YUNVAN-YUN","Will Yunchaokete Bu win the Bu vs Van de Zandschulp match?","",,,active,2025-09-04T23:40:00Z
73,"KXATPMATCH-25AUG21YUNVAN-VAN","Will Botic Van de Zandschulp win the Bu vs Van de Zandschulp match?","",,,active,2025-09-04T23:40:00Z
74,"KXWTAMATCH-25AUG21PARSRA-SRA","Will Rebecca Sramkova win the Parks vs Sramkova match?","",,,active,2025-09-04T23:00:00Z
75,"KXWTAMATCH-25AUG21PARSRA-PAR","Will Alycia Parks win the Parks vs Sramkova match?","",,,active,2025-09-04T23:00:00Z
76,"KXATPMATCH-25AUG21MEDMPE-MPE","Will Giovanni Mpetshi Perricard win the Medjedovic vs Mpetshi Perricard match?","",,,active,2025-09-04T22:30:00Z
77,"KXATPMATCH-25AUG21MEDMPE-MED","Will Hamad Medjedovic win the Medjedovic vs Mpetshi Perricard match?","",,,active,2025-09-04T22:30:00Z
78,"KXWTAMATCH-25AUG21SHNMER-SHN","Will Diana Shnaider win the Shnaider vs Mertens match?","",,,active,2025-09-04T21:00:00Z
79,"KXWTAMATCH-25AUG21SHNMER-MER","Will Elise Mertens win the Shnaider vs Mertens match?","",,,active,2025-09-04T21:00:00Z
80,"KXATPMATCH-25AUG21MUNFUC-FUC","Will Marton Fucsovics win the Munar vs Fucsovics match?","",,,active,2025-09-04T20:00:00Z
81,"KXATPMATCH-25AUG21MUNFUC-MUN","Will Jaume Munar win the Munar vs Fucsovics match?","",,,active,2025-09-04T20:00:00Z
82,"KXHIGHCHI-25AUG22-T82","Will the high temp in Chicago be >82° on Aug 22, 2025?","",,,active,2025-08-23T04:59:00Z
83,"KXHIGHCHI-25AUG22-B81.5","Will the high temp in Chicago be 81-82° on Aug 22, 2025?","",,,active,2025-08-23T04:59:00Z
84,"KXHIGHCHI-25AUG22-B79.5","Will the high temp in Chicago be 79-80° on Aug 22, 2025?","",,,active,2025-08-23T04:59:00Z
85,"KXHIGHCHI-25AUG22-B77.5","Will the high temp in Chicago be 77-78° on Aug 22, 2025?","",,,active,2025-08-23T04:59:00Z
86,"KXHIGHCHI-25AUG22-B75.5","Will the high temp in Chicago be 75-76° on Aug 22, 2025?","",,,active,2025-08-23T04:59:00Z
87,"KXHIGHCHI-25AUG22-T75","Will the high temp in Chicago be <75° on Aug 22, 2025?","",,,active,2025-08-23T04:59:00Z
88,"KXHIGHNY-25AUG22-T88","Will the **high temp in NYC** be >88° on Aug 22, 2025?","",,,active,2025-08-23T03:59:00Z
89,"KXHIGHNY-25AUG22-B87.5","Will the **high temp in NYC** be 87-88° on Aug 22, 2025?","",,,active,2025-08-23T03:59:00Z
90,"KXHIGHNY-25AUG22-B85.5","Will the **high temp in NYC** be 85-86° on Aug 22, 2025?","",,,active,2025-08-23T03:59:00Z
91,"KXHIGHNY-25AUG22-T81","Will the **high temp in NYC** be <81° on Aug 22, 2025?","",,,active,2025-08-23T03:59:00Z
92,"KXHIGHNY-25AUG22-B83.5","Will the **high temp in NYC** be 83-84° on Aug 22, 2025?","",,,active,2025-08-23T03:59:00Z
93,"KXHIGHNY-25AUG22-B81.5","Will the **high temp in NYC** be 81-82° on Aug 22, 2025?","",,,active,2025-08-23T03:59:00Z
94,"KXHIGHAUS-25AUG22-T96","Will the **high temp in Austin** be >96° on Aug 22, 2025?","",,,active,2025-08-23T04:59:00Z
95,"KXHIGHAUS-25AUG22-B95.5","Will the **high temp in Austin** be 95-96° on Aug 22, 2025?","",,,active,2025-08-23T04:59:00Z
96,"KXHIGHAUS-25AUG22-T89","Will the **high temp in Austin** be <89° on Aug 22, 2025?","",,,active,2025-08-23T04:59:00Z
97,"KXHIGHAUS-25AUG22-B93.5","Will the **high temp in Austin** be 93-94° on Aug 22, 2025?","",,,active,2025-08-23T04:59:00Z
98,"KXHIGHAUS-25AUG22-B91.5","Will the **high temp in Austin** be 91-92° on Aug 22, 2025?","",,,active,2025-08-23T04:59:00Z
99,"KXHIGHAUS-25AUG22-B89.5","Will the **high temp in Austin** be 89-90° on Aug 22, 2025?","",,,active,2025-08-23T04:59:00Z
100,"KXHIGHPHIL-25AUG22-T87","Will the **high temp in Philadelphia** be >87° on Aug 22, 2025?","",,,active,2025-08-23T03:59:00Z
